Title,Product URL,SKU,Image URL,Price,Stock,Available,Option#1
Conductivity Solution – 500ml,https://labequipsupply.co.za/product/conductivity-solution/?attribute_concentration=Conductivity+84+uscm+microsiemens,RLS-SOL-C03,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R137.25,,Yes,Concentration: Conductivity 84 uscm microsiemens
EDTA Solution,https://labequipsupply.co.za/product/edta-solution/?attribute_concentration=EDTA+0.20n+(0.10m)+1000ml,RLS-SOL-E01,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R274.51,,Yes,Concentration: EDTA 0.20n (0.10m) 1000ml
EDTA Solution,https://labequipsupply.co.za/product/edta-solution/?attribute_concentration=EDTA+0.10n+(0.050m)+1000ml,RLS-SOL-E02,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R259.47,,Yes,Concentration: EDTA 0.10n (0.050m) 1000ml
Giemsa Stain,https://labequipsupply.co.za/product/giemsa-stain/?attribute_volume=500ml,RLS-SOL-G01,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R284.5,,Yes,Volume: 500ml
Giemsa Stain,https://labequipsupply.co.za/product/giemsa-stain/?attribute_volume=1000ml,RLS-SOL-G02,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R516.63,,Yes,Volume: 1000ml
Giemsa Stain,https://labequipsupply.co.za/product/giemsa-stain/?attribute_volume=2500ml,RLS-SOL-G03,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R919.17,,Yes,Volume: 2500ml
Giemsa Stain,https://labequipsupply.co.za/product/giemsa-stain/?attribute_volume=5000ml,RLS-SOL-G04,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R1776.74,,Yes,Volume: 5000ml
Ethanol Solution – 2500ml,https://labequipsupply.co.za/product/ethanol-solution/?attribute_concentration=Ethanol+0.1%,RLS-SOL-E06,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R231.69,,Yes,Concentration: Ethanol 0.1%
Ethanol Solution – 2500ml,https://labequipsupply.co.za/product/ethanol-solution/?attribute_concentration=Ethanol+0.2%,RLS-SOL-E07,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R231.69,,Yes,Concentration: Ethanol 0.2%
Ethanol Solution – 2500ml,https://labequipsupply.co.za/product/ethanol-solution/?attribute_concentration=Ethanol+0.3%,RLS-SOL-E08,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R231.69,,Yes,Concentration: Ethanol 0.3%
Ethanol Solution – 2500ml,https://labequipsupply.co.za/product/ethanol-solution/?attribute_concentration=Ethanol+0.5%,RLS-SOL-E09,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R232.78,,Yes,Concentration: Ethanol 0.5%
Ethanol Solution – 2500ml,https://labequipsupply.co.za/product/ethanol-solution/?attribute_concentration=Ethanol+1%,RLS-SOL-E10,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R234.98,,Yes,Concentration: Ethanol 1%
Ethanol Solution – 2500ml,https://labequipsupply.co.za/product/ethanol-solution/?attribute_concentration=Ethanol+2%,RLS-SOL-E12,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R248.16,,Yes,Concentration: Ethanol 2%
Ethanol Solution – 2500ml,https://labequipsupply.co.za/product/ethanol-solution/?attribute_concentration=Ethanol+3%,RLS-SOL-E13,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R254.75,,Yes,Concentration: Ethanol 3%
Ethanol Solution – 2500ml,https://labequipsupply.co.za/product/ethanol-solution/?attribute_concentration=Ethanol+5%,RLS-SOL-E14,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R275.61,,Yes,Concentration: Ethanol 5%
Ethanol Solution – 2500ml,https://labequipsupply.co.za/product/ethanol-solution/?attribute_concentration=Ethanol+10%,RLS-SOL-E11,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R326.12,,Yes,Concentration: Ethanol 10%
Hydrogen Peroxide,https://labequipsupply.co.za/product/hydrogen-peroxide/?attribute_volume=2500ml,RLS-SOL-H33,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R192.16,,Yes,Concentrate: Hydrogen Peroxide 2%
Hydrogen Peroxide,https://labequipsupply.co.za/product/hydrogen-peroxide/?attribute_volume=2500ml,RLS-SOL-H34,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R192.16,,Yes,Concentrate: Hydrogen Peroxide 3%
Hydrogen Peroxide,https://labequipsupply.co.za/product/hydrogen-peroxide/?attribute_volume=5000ml,,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R332.71,,Yes,Concentrate: Hydrogen Peroxide 3%
Hydrogen Peroxide,https://labequipsupply.co.za/product/hydrogen-peroxide/?attribute_volume=2500ml,RLS-SOL-H38,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R194.35,,Yes,Concentrate: Hydrogen Peroxide 10%
Hydrogen Peroxide,https://labequipsupply.co.za/product/hydrogen-peroxide/?attribute_volume=2500ml,RLS-SOL-H32,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R195.45,,Yes,Concentrate: Hydrogen Peroxide 30%
Hydrogen Peroxide,https://labequipsupply.co.za/product/hydrogen-peroxide/?attribute_volume=5000ml,RLS-SOL-H37,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R314.04,,Yes,Concentrate: Hydrogen Peroxide 30%
Phenol 90%,https://labequipsupply.co.za/product/phenol-90/?attribute_volume=500ml,,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R738.98,,Yes,Volume: 500ml
Phenol 90%,https://labequipsupply.co.za/product/phenol-90/?attribute_volume=1000ml,RLS-SOL-P05,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R1358.27,,Yes,Volume: 1000ml
Phenol 90%,https://labequipsupply.co.za/product/phenol-90/?attribute_volume=2500ml,RLS-SOL-P06,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R2786.82,,Yes,Volume: 2500ml
Oxalic Acid,https://labequipsupply.co.za/product/oxalic-acid-050n/?attribute_concentrate=Oxalic+Acid+0.50n,RLS-SOL-O1,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R747.76,,Yes,Concentrate: Oxalic Acid 0.50n
Oxalic Acid,https://labequipsupply.co.za/product/oxalic-acid-050n/?attribute_concentrate=Oxalic+Acid+1.00n,RLS-SOL-O2,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R904.02,,Yes,Concentrate: Oxalic Acid 1.00n
Oxalic Acid,https://labequipsupply.co.za/product/oxalic-acid-050n/?attribute_concentrate=Oxalic+Acid+10%,RLS-SOL-O3,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R188.53,,Yes,Concentrate: Oxalic Acid 10%
Phenol Red Indicator Solution,https://labequipsupply.co.za/product/phenol-red/?attribute_volume=500ml,RLS-SOL-P07,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R69.84,,Yes,Volume: 500ml
Phenol Red Indicator Solution,https://labequipsupply.co.za/product/phenol-red/?attribute_volume=1000ml,RLS-SOL-P08,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R120.13,,Yes,Volume: 1000ml
Iodine Solution,https://labequipsupply.co.za/product/iodine-solution/?attribute_volume=500ml,RLS-SOL-I01,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R189.41,,Yes,Concentrate: 
Iodine Solution,https://labequipsupply.co.za/product/iodine-solution/?attribute_volume=2500ml,RLS-SOL-I02,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R617.98,,Yes,Concentrate: 
Millions Reagent,https://labequipsupply.co.za/product/millions-reagent/?attribute_volume=500ml,RLS-SOL-M14,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R457.99,,Yes,Volume: 500ml
Millions Reagent,https://labequipsupply.co.za/product/millions-reagent/?attribute_volume=1000ml,RLS-SOL-M15,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R845.71,,Yes,Volume: 1000ml
Millions Reagent,https://labequipsupply.co.za/product/millions-reagent/?attribute_volume=2500ml,RLS-SOL-M16,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R1776.63,,Yes,Volume: 2500ml
Millions Reagent,https://labequipsupply.co.za/product/millions-reagent/?attribute_volume=5000ml,RLS-SOL-M17,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R3121.84,,Yes,Volume: 5000ml
Phenol 80% (liquified),https://labequipsupply.co.za/product/phenol-80-liquified/?attribute_volume=500ml,,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R658.82,,Yes,Volume: 500ml
Phenol 80% (liquified),https://labequipsupply.co.za/product/phenol-80-liquified/?attribute_volume=1000ml,RLS-SOL-P02,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R1183.69,,Yes,Volume: 1000ml
Phenol 80% (liquified),https://labequipsupply.co.za/product/phenol-80-liquified/?attribute_volume=2500ml,RLS-SOL-P03,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R2314.67,,Yes,Volume: 2500ml
Phosphate Buffer (Sorensen) Ph 6.8-7.4 m/15,https://labequipsupply.co.za/product/phosphate-buffer-sorensen-ph-6874-m15/?attribute_volume=1000ml,RLS-SOL-P15,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R116.5,,Yes,Volume: 1000ml
Phosphate Buffer (Sorensen) Ph 6.8-7.4 m/15,https://labequipsupply.co.za/product/phosphate-buffer-sorensen-ph-6874-m15/?attribute_volume=2500ml,RLS-SOL-P16,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R181.73,,Yes,Volume: 2500ml
Phosphate Buffer (Sorensen) Ph 6.8-7.4 m/15,https://labequipsupply.co.za/product/phosphate-buffer-sorensen-ph-6874-m15/?attribute_volume=5000ml,RLS-SOL-P17,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R317.66,,Yes,Volume: 5000ml
Phosphate Buffer Formalin Ph 7,https://labequipsupply.co.za/product/phosphate-buffer-formalin-ph-7/?attribute_volume=1000ml,RLS-SOL-P19,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R109.8,,Yes,Volume: 1000ml
Phosphate Buffer Formalin Ph 7,https://labequipsupply.co.za/product/phosphate-buffer-formalin-ph-7/?attribute_volume=2500ml,RLS-SOL-P20,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R238.05,,Yes,Volume: 2500ml
Phosphate Buffer Formalin Ph 7,https://labequipsupply.co.za/product/phosphate-buffer-formalin-ph-7/?attribute_volume=5000ml,RLS-SOL-P21,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R415.5,,Yes,Volume: 5000ml
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=2500ml,RLS-SOL-S29,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R896,,Yes,Concentrate: Sodium Hydroxide 5.00n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=2500ml,RLS-SOL-S28,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R813.92,,Yes,Concentrate: Sodium Hydroxide 4.00n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=2500ml,RLS-SOL-S27,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R636.86,,Yes,Concentrate: Sodium Hydroxide 2.00n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=5000ml,RLS-SOL-S26,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R432.08,,Yes,Concentrate: Sodium Hydroxide 1.00n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=2500ml,RLS-SOL-S25,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R242.67,,Yes,Concentrate: Sodium Hydroxide 1.00n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=1000ml,RLS-SOL-S24,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R128.47,,Yes,Concentrate: Sodium Hydroxide 1.00n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=500ml,RLS-SOL-S23,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R82.35,,Yes,Concentrate: Sodium Hydroxide 1.00n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=5000ml,RLS-SOL-S22,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R596.24,,Yes,Concentrate: Sodium Hydroxide 0.5n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=2500ml,RLS-SOL-S21,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R314.04,,Yes,Concentrate: Sodium Hydroxide 0.5n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=1000ml,RLS-SOL-S20,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R178.98,,Yes,Concentrate: Sodium Hydroxide 0.5n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=5000ml,RLS-SOL-S19,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R875.14,,Yes,Concentrate: Sodium Hydroxide 0.2n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=2500ml,RLS-SOL-S18,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R466.67,,Yes,Concentrate: Sodium Hydroxide 0.2n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=5000ml,RLS-SOL-S17,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R892.71,,Yes,Concentrate: Sodium Hydroxide 0.25n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=2500ml,RLS-SOL-S16,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R469.96,,Yes,Concentrate: Sodium Hydroxide 0.25n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=5000ml,RLS-SOL-S15,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R352.58,,Yes,Concentrate: Sodium Hydroxide 0.10n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=2500ml,RLS-SOL-S14,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R193.25,,Yes,Concentrate: Sodium Hydroxide 0.10n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=1000ml,RLS-SOL-S13,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R100.03,,Yes,Concentrate: Sodium Hydroxide 0.10n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=500ml,RLS-SOL-S12,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R76.86,,Yes,Concentrate: Sodium Hydroxide 0.10n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=5000ml,RLS-SOL-S11,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R837.8,,Yes,Concentrate: Sodium Hydroxide 0.05n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=2500ml,RLS-SOL-S10,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R435.92,,Yes,Concentrate: Sodium Hydroxide 0.05n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=5000ml,RLS-SOL-S09,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R809.25,,Yes,Concentrate: Sodium Hydroxide 0.020n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=5000ml,RLS-SOL-S08,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R782.9,,Yes,Concentrate: Sodium Hydroxide 0.010n
Sodium Hydroxide,https://labequipsupply.co.za/product/sodium-hydroxide/?attribute_volume=2500ml,RLS-SOL-S07,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R431.53,,Yes,Concentrate: Sodium Hydroxide 0.010n
Thymol Blue Indicator,https://labequipsupply.co.za/product/thymol-blue-indicator/?attribute_volume=1000ml,RLS-SOL-T02,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R100.25,,Yes,Volume: 1000ml
Thymol Blue Indicator,https://labequipsupply.co.za/product/thymol-blue-indicator/?attribute_volume=500ml,RLS-SOL-T01,https://labequipsupply.co.za/wp-content/uploads/2021/05/RLS-Lab-Lab-solutions-reagents.jpg,R62.7,,Yes,Volume: 500ml
Sharps Containers,https://labequipsupply.co.za/product/sharps-containers/?attribute_pack-sizes=16+per+pack,CON-SC20L-2,https://labequipsupply.co.za/wp-content/uploads/2020/06/Sharps-Containers.png,R3584.14,,Yes,Sharps-Container-Sizes: 20 Litre
Sharps Containers,https://labequipsupply.co.za/product/sharps-containers/?attribute_pack-sizes=Per+Container,CON-SC20L-1,https://labequipsupply.co.za/wp-content/uploads/2020/06/Sharps-Containers.png,R281.82,,Yes,Sharps-Container-Sizes: 20 Litre
Sharps Containers,https://labequipsupply.co.za/product/sharps-containers/?attribute_pack-sizes=20+per+pack,CON-SC13L-2,https://labequipsupply.co.za/wp-content/uploads/2020/06/Sharps-Containers.png,R3217.36,,Yes,Sharps-Container-Sizes: 13 Litre
Sharps Containers,https://labequipsupply.co.za/product/sharps-containers/?attribute_pack-sizes=Per+Container,CON-SC13L-1,https://labequipsupply.co.za/wp-content/uploads/2020/06/Sharps-Containers.png,R266.99,,Yes,Sharps-Container-Sizes: 13 Litre
Sharps Containers,https://labequipsupply.co.za/product/sharps-containers/?attribute_pack-sizes=30+per+pack,CON-SC10L-2,https://labequipsupply.co.za/wp-content/uploads/2020/06/Sharps-Containers.png,R4026.42,,Yes,Sharps-Container-Sizes: 10 Litre
Sharps Containers,https://labequipsupply.co.za/product/sharps-containers/?attribute_pack-sizes=Per+Container,CON-SC10L-1,https://labequipsupply.co.za/wp-content/uploads/2020/06/Sharps-Containers.png,R228.96,,Yes,Sharps-Container-Sizes: 10 Litre
Sharps Containers,https://labequipsupply.co.za/product/sharps-containers/?attribute_pack-sizes=24+per+pack,CON-SC7L-2,https://labequipsupply.co.za/wp-content/uploads/2020/06/Sharps-Containers.png,R2446.06,,Yes,Sharps-Container-Sizes: 7 Litre
Sharps Containers,https://labequipsupply.co.za/product/sharps-containers/?attribute_pack-sizes=Per+Container,CON-SC7L 1,https://labequipsupply.co.za/wp-content/uploads/2020/06/Sharps-Containers.png,R119.89,,Yes,Sharps-Container-Sizes: 7 Litre
Sharps Containers,https://labequipsupply.co.za/product/sharps-containers/?attribute_pack-sizes=32+per+pack,CON-SC5L-2,https://labequipsupply.co.za/wp-content/uploads/2020/06/Sharps-Containers.png,R3229.5,,Yes,Sharps-Container-Sizes: 5 Litre
Sharps Containers,https://labequipsupply.co.za/product/sharps-containers/?attribute_pack-sizes=Per+Container,CON-SC5L-1,https://labequipsupply.co.za/wp-content/uploads/2020/06/Sharps-Containers.png,R97.09,,Yes,Sharps-Container-Sizes: 5 Litre
Sharps Containers,https://labequipsupply.co.za/product/sharps-containers/?attribute_pack-sizes=48+per+pack,CON-SC3L-2,https://labequipsupply.co.za/wp-content/uploads/2020/06/Sharps-Containers.png,R2691.47,,Yes,Sharps-Container-Sizes: 3 Litre
Sharps Containers,https://labequipsupply.co.za/product/sharps-containers/?attribute_pack-sizes=Per+Container,CON-SC3L-1,https://labequipsupply.co.za/wp-content/uploads/2020/06/Sharps-Containers.png,R97.77,,Yes,Sharps-Container-Sizes: 3 Litre
Sharps Containers,https://labequipsupply.co.za/product/sharps-containers/?attribute_pack-sizes=60+per+pack,CON-SC1L-2,https://labequipsupply.co.za/wp-content/uploads/2020/06/Sharps-Containers.png,R2514.82,,Yes,Sharps-Container-Sizes: 1litre
Sharps Containers,https://labequipsupply.co.za/product/sharps-containers/?attribute_pack-sizes=Per+Container,CON-SC1L-1,https://labequipsupply.co.za/wp-content/uploads/2020/06/Sharps-Containers.png,R84.28,,Yes,Sharps-Container-Sizes: 1litre
Sharps Containers,https://labequipsupply.co.za/product/sharps-containers/?attribute_pack-sizes=100+per+pack,CON-SC500-2,https://labequipsupply.co.za/wp-content/uploads/2020/06/Sharps-Containers.png,R3735.16,,Yes,Sharps-Container-Sizes: 500ml
Sharps Containers,https://labequipsupply.co.za/product/sharps-containers/?attribute_pack-sizes=Per+Container,CON-SC500-1,https://labequipsupply.co.za/wp-content/uploads/2020/06/Sharps-Containers.png,R60.68,,Yes,Sharps-Container-Sizes: 500ml
Ceramic Fiber Muffle Furnace,https://labequipsupply.co.za/product/ceramic-fiber-muffle-furnace/?attribute_model=MC5-12+Ceramic+Fiber+Muffle+Furnace,E-RLS-MC5-12,https://labequipsupply.co.za/wp-content/uploads/2022/01/ceramic-muffle-furnace-2-rls.jpg,R50446.96,,Yes,Model: MC5-12 Ceramic Fiber Muffle Furnace
Ceramic Fiber Muffle Furnace,https://labequipsupply.co.za/product/ceramic-fiber-muffle-furnace/?attribute_model=MC10-12+Ceramic+Fiber+Muffle+Furnace,E-RLS-MC10-12,https://labequipsupply.co.za/wp-content/uploads/2022/01/ceramic-muffle-furnace-2-rls.jpg,R88616.93,,Yes,Model: MC10-12 Ceramic Fiber Muffle Furnace
Specimen Cups,https://labequipsupply.co.za/product/specimen-cups/?attribute_pack-size=400+per+Pack,CON-SPECI01,https://labequipsupply.co.za/wp-content/uploads/2020/06/specimen-cups-real.png,R1348.33,,Yes,"Volume: Specimen Containers Universal, Sterile, 30ml Labelled"
Specimen Cups,https://labequipsupply.co.za/product/specimen-cups/?attribute_pack-size=1000+per+Pack,CON-SPECI02,https://labequipsupply.co.za/wp-content/uploads/2020/06/specimen-cups-real.png,R1125.65,,Yes,"Volume: Sputum Containers, Sterile, 30ml"
Specimen Cups,https://labequipsupply.co.za/product/specimen-cups/?attribute_pack-size=500+per+Pack,CON-SPECI03,https://labequipsupply.co.za/wp-content/uploads/2020/06/specimen-cups-real.png,R1035.11,,Yes,"Volume: Universal Specimen Container, sterile, 40ml Labelled PURPLE cap (round bottom with skirt)"
Specimen Cups,https://labequipsupply.co.za/product/specimen-cups/?attribute_pack-size=500+per+Pack,CON-SPECI04,https://labequipsupply.co.za/wp-content/uploads/2020/06/specimen-cups-real.png,R1035.11,,Yes,"Volume: Universal Specimen Container, sterile, 40ml Un-labelled WHITE cap (round bottom with skirt)"
Specimen Cups,https://labequipsupply.co.za/product/specimen-cups/?attribute_pack-size=200+per+Pack,CON-SPECI07,https://labequipsupply.co.za/wp-content/uploads/2020/06/Specimen-Containers.png,R480.85,,Yes,"Volume: Universal Specimen Container, sterile, 30-40ml labelled GREEN cap"
Specimen Cups,https://labequipsupply.co.za/product/specimen-cups/?attribute_pack-size=500+per+Pack,CON-SPECI-05,https://labequipsupply.co.za/wp-content/uploads/2020/06/specimen-cups-real.png,R1180.71,,Yes,"Volume: Specimen Container, Sterile, individually wrapped, 60ml - White Cap"
Specimen Cups,https://labequipsupply.co.za/product/specimen-cups/?attribute_pack-size=500+per+Pack,CON-SPECI06,https://labequipsupply.co.za/wp-content/uploads/2020/06/specimen-cups-real.png,R1181.93,,Yes,"Volume: Specimen Container, Sterile, individually wrapped, 100-120ml"
Muffle Furnace – TP Series,https://labequipsupply.co.za/product/muffle-furnace/?attribute_model=MX8-13T+Muffle+Furnace,E-RLS-MX8-13T,https://labequipsupply.co.za/wp-content/uploads/2022/01/muffle-furnace-MX8-RLS.jpg,R53365.59,,Yes,Model: MX8-13T Muffle Furnace
Muffle Furnace – TP Series,https://labequipsupply.co.za/product/muffle-furnace/?attribute_model=MX8-13TP+Muffle+Furnace,E-RLS-MX8-13TP,https://labequipsupply.co.za/wp-content/uploads/2022/01/muffle-furnace-MX8-RLS.jpg,R71403.31,,Yes,Model: MX8-13TP Muffle Furnace
Muffle Furnace – TP Series,https://labequipsupply.co.za/product/muffle-furnace/?attribute_model=MX10-13T+Muffle+Furnace,E-RLS-MX10-13T/TP,https://labequipsupply.co.za/wp-content/uploads/2022/01/muffle-furnace-MX8-RLS.jpg,R71403.31,,Yes,Model: MX10-13T Muffle Furnace
Muffle Furnace – TP Series,https://labequipsupply.co.za/product/muffle-furnace/?attribute_model=MX10-13TP+Muffle+Furnace,E-RLS-MX10-13TP,https://labequipsupply.co.za/wp-content/uploads/2022/01/muffle-furnace-MX8-RLS.jpg,R81895.89,,Yes,Model: MX10-13TP Muffle Furnace
Muffle Furnace – TP Series,https://labequipsupply.co.za/product/muffle-furnace/?attribute_model=MX6-16TP+Muffle+Furnace,E-RLS-MX6-16TP,https://labequipsupply.co.za/wp-content/uploads/2022/01/muffle-furnace-MX6-16tp-1.jpg,R229071.22,,Yes,Model: MX6-16TP Muffle Furnace
